-100,-100,0,24.405816,54.888657,2.02237566E9,0,0,0.3,28860.0,5,0
-100,-100,1,24.341088,54.895875,2.02237566E9,1,1,0.3,28860.0,5,1
-100,-100,2,24.358284,54.837027,2.02237566E9,2,2,0.3,28860.0,5,2
-100,-100,3,24.351709,54.78373,2.02237566E9,3,3,0.3,28860.0,5,3
-100,-100,4,24.396716,54.828699,2.02237566E9,4,4,0.3,28860.0,5,4
-100,-100,8,24.288977,54.851461,2.02237566E9,8,8,0.3,28860.0,7,8
-100,-100,9,24.263167,54.813709,2.02237566E9,9,9,0.3,28860.0,7,9
-100,-100,10,24.250513,54.871447,2.02237566E9,10,10,0.3,28860.0,7,10
-100,-100,11,24.323659,54.739011,2.02237566E9,11,11,0.3,28860.0,6,11
-100,-100,12,24.37173,54.705865,2.02237566E9,12,12,0.3,28860.0,6,12
-100,-100,0,24.405816,54.888657,2.02237572E9,0,0,0.3,28920.0,5,0
-100,-100,1,24.341088,54.895875,2.02237572E9,1,1,0.3,28920.0,5,1
-100,-100,2,24.358284,54.837027,2.02237572E9,2,2,0.3,28920.0,5,2
-100,-100,3,24.351709,54.78373,2.02237572E9,3,3,0.3,28920.0,5,3
-100,-100,4,24.396716,54.828699,2.02237572E9,4,4,0.3,28920.0,5,4
-100,-100,8,24.288977,54.851461,2.02237572E9,8,8,0.3,28920.0,7,8
-100,-100,9,24.263167,54.813709,2.02237572E9,9,9,0.3,28920.0,7,9
-100,-100,10,24.250513,54.871447,2.02237572E9,10,10,0.3,28920.0,7,10
-100,-100,11,24.323659,54.739011,2.02237572E9,11,11,0.3,28920.0,6,11
-100,-100,12,24.37173,54.705865,2.02237572E9,12,12,0.3,28920.0,6,12
-100,-100,0,24.405816,54.888657,2.02237578E9,0,0,0.3,28980.0,5,0
-100,-100,1,24.341088,54.895875,2.02237578E9,1,1,0.3,28980.0,5,1
-100,-100,2,24.358284,54.837027,2.02237578E9,2,2,0.3,28980.0,5,2
-100,-100,3,24.351709,54.78373,2.02237578E9,3,3,0.3,28980.0,5,3
-100,-100,4,24.396716,54.828699,2.02237578E9,4,4,0.3,28980.0,5,4
-100,-100,8,24.288977,54.851461,2.02237578E9,8,8,0.3,28980.0,7,8
-100,-100,9,24.263167,54.813709,2.02237578E9,9,9,0.3,28980.0,7,9
-100,-100,10,24.250513,54.871447,2.02237578E9,10,10,0.3,28980.0,7,10
-100,-100,11,24.323659,54.739011,2.02237578E9,11,11,0.3,28980.0,6,11
-100,-100,12,24.37173,54.705865,2.02237578E9,12,12,0.3,28980.0,6,12
-100,-100,0,24.405816,54.888657,2.02237584E9,0,0,0.3,29040.0,5,0
-100,-100,1,24.341088,54.895875,2.02237584E9,1,1,0.3,29040.0,5,1
-100,-100,2,24.358284,54.837027,2.02237584E9,2,2,0.3,29040.0,5,2
-100,-100,3,24.351709,54.78373,2.02237584E9,3,3,0.3,29040.0,5,3
-100,-100,4,24.396716,54.828699,2.02237584E9,4,4,0.3,29040.0,5,4
-100,-100,8,24.288977,54.851461,2.02237584E9,8,8,0.3,29040.0,7,8
-100,-100,9,24.263167,54.813709,2.02237584E9,9,9,0.3,29040.0,7,9
-100,-100,10,24.250513,54.871447,2.02237584E9,10,10,0.3,29040.0,7,10
-100,-100,11,24.323659,54.739011,2.02237584E9,11,11,0.3,29040.0,6,11
-100,-100,12,24.37173,54.705865,2.02237584E9,12,12,0.3,29040.0,6,12
-100,-100,0,24.405816,54.888657,2.0223759E9,0,0,0.3,29100.0,5,0
-100,-100,1,24.341088,54.895875,2.0223759E9,1,1,0.3,29100.0,5,1
-100,-100,2,24.358284,54.837027,2.0223759E9,2,2,0.3,29100.0,5,2
-100,-100,3,24.351709,54.78373,2.0223759E9,3,3,0.3,29100.0,5,3
-100,-100,4,24.396716,54.828699,2.0223759E9,4,4,0.3,29100.0,5,4
-100,-100,8,24.288977,54.851461,2.0223759E9,8,8,0.3,29100.0,7,8
-100,-100,9,24.263167,54.813709,2.0223759E9,9,9,0.3,29100.0,7,9
-100,-100,10,24.250513,54.871447,2.0223759E9,10,10,0.3,29100.0,7,10
-100,-100,11,24.323659,54.739011,2.0223759E9,11,11,0.3,29100.0,6,11
-100,-100,12,24.37173,54.705865,2.0223759E9,12,12,0.3,29100.0,6,12
-100,-100,0,24.405816,54.888657,2.02237596E9,0,0,0.3,29160.0,5,0
-100,-100,1,24.341088,54.895875,2.02237596E9,1,1,0.3,29160.0,5,1
-100,-100,2,24.358284,54.837027,2.02237596E9,2,2,0.3,29160.0,5,2
-100,-100,3,24.351709,54.78373,2.02237596E9,3,3,0.3,29160.0,5,3
-100,-100,4,24.396716,54.828699,2.02237596E9,4,4,0.3,29160.0,5,4
-100,-100,8,24.288977,54.851461,2.02237596E9,8,8,0.3,29160.0,7,8
-100,-100,9,24.263167,54.813709,2.02237596E9,9,9,0.3,29160.0,7,9
-100,-100,10,24.250513,54.871447,2.02237596E9,10,10,0.3,29160.0,7,10
-100,-100,11,24.323659,54.739011,2.02237596E9,11,11,0.3,29160.0,6,11
-100,-100,12,24.37173,54.705865,2.02237596E9,12,12,0.3,29160.0,6,12
-100,-100,0,24.405816,54.888657,2.02237602E9,0,0,0.3,29220.0,5,0
-100,-100,1,24.341088,54.895875,2.02237602E9,1,1,0.3,29220.0,5,1
-100,-100,2,24.358284,54.837027,2.02237602E9,2,2,0.3,29220.0,5,2
-100,-100,3,24.351709,54.78373,2.02237602E9,3,3,0.3,29220.0,5,3
-100,-100,4,24.396716,54.828699,2.02237602E9,4,4,0.3,29220.0,5,4
-100,-100,8,24.288977,54.851461,2.02237602E9,8,8,0.3,29220.0,7,8
-100,-100,9,24.263167,54.813709,2.02237602E9,9,9,0.3,29220.0,7,9
-100,-100,10,24.250513,54.871447,2.02237602E9,10,10,0.3,29220.0,7,10
-100,-100,11,24.323659,54.739011,2.02237602E9,11,11,0.3,29220.0,6,11
-100,-100,12,24.37173,54.705865,2.02237602E9,12,12,0.3,29220.0,6,12
-100,-100,0,24.405816,54.888657,2.02237608E9,0,0,0.3,29280.0,5,0
-100,-100,1,24.341088,54.895875,2.02237608E9,1,1,0.3,29280.0,5,1
-100,-100,2,24.358284,54.837027,2.02237608E9,2,2,0.3,29280.0,5,2
-100,-100,3,24.351709,54.78373,2.02237608E9,3,3,0.3,29280.0,5,3
-100,-100,4,24.396716,54.828699,2.02237608E9,4,4,0.3,29280.0,5,4
-100,-100,8,24.288977,54.851461,2.02237608E9,8,8,0.3,29280.0,7,8
-100,-100,9,24.263167,54.813709,2.02237608E9,9,9,0.3,29280.0,7,9
-100,-100,10,24.250513,54.871447,2.02237608E9,10,10,0.3,29280.0,7,10
-100,-100,11,24.323659,54.739011,2.02237608E9,11,11,0.3,29280.0,6,11
-100,-100,12,24.37173,54.705865,2.02237608E9,12,12,0.3,29280.0,6,12
-100,-100,0,24.405816,54.888657,2.02237614E9,0,0,0.3,29340.0,5,0
-100,-100,1,24.341088,54.895875,2.02237614E9,1,1,0.3,29340.0,5,1
-100,-100,2,24.358284,54.837027,2.02237614E9,2,2,0.3,29340.0,5,2
-100,-100,3,24.351709,54.78373,2.02237614E9,3,3,0.3,29340.0,5,3
-100,-100,4,24.396716,54.828699,2.02237614E9,4,4,0.3,29340.0,5,4
-100,-100,8,24.288977,54.851461,2.02237614E9,8,8,0.3,29340.0,7,8
-100,-100,9,24.263167,54.813709,2.02237614E9,9,9,0.3,29340.0,7,9
-100,-100,10,24.250513,54.871447,2.02237614E9,10,10,0.3,29340.0,7,10
-100,-100,11,24.323659,54.739011,2.02237614E9,11,11,0.3,29340.0,6,11
-100,-100,12,24.37173,54.705865,2.02237614E9,12,12,0.3,29340.0,6,12
-100,-100,0,24.405816,54.888657,2.0223762E9,0,0,0.3,29400.0,5,0
-100,-100,1,24.341088,54.895875,2.0223762E9,1,1,0.3,29400.0,5,1
-100,-100,2,24.358284,54.837027,2.0223762E9,2,2,0.3,29400.0,5,2
-100,-100,3,24.351709,54.78373,2.0223762E9,3,3,0.3,29400.0,5,3
-100,-100,4,24.396716,54.828699,2.0223762E9,4,4,0.3,29400.0,5,4
-100,-100,8,24.288977,54.851461,2.0223762E9,8,8,0.3,29400.0,7,8
-100,-100,9,24.263167,54.813709,2.0223762E9,9,9,0.3,29400.0,7,9
-100,-100,10,24.250513,54.871447,2.0223762E9,10,10,0.3,29400.0,7,10
-100,-100,11,24.323659,54.739011,2.0223762E9,11,11,0.3,29400.0,6,11
-100,-100,12,24.37173,54.705865,2.0223762E9,12,12,0.3,29400.0,6,12
