0,-1,0,1.9439868975496473,12900.0,0,1.9439868975496473,2.0223777E9,52
1,-1,1,2.93767996943791,12900.0,1,2.93767996943791,2.0223777E9,52
2,-1,2,5.8821526252105265,12900.0,2,5.8821526252105265,2.0223777E9,52
21,-1,21,5.972065273343092,54300.0,21,5.972065273343092,2.0223789E9,54
5,-1,5,5.982724491252389,32400.0,5,5.982724491252389,2.0223783E9,53
3,-1,3,6.7572489545000005,12900.0,3,6.7572489545000005,2.0223777E9,52
6,-1,6,6.955271985533744,32400.0,6,6.955271985533744,2.0223783E9,53
22,-1,22,6.992365904639131,54300.0,22,6.992365904639131,2.0223789E9,54
7,-1,7,7.941243231600897,32400.0,7,7.941243231600897,2.0223783E9,53
4,-1,4,7.964571289,12900.0,4,7.964571289,2.0223777E9,52
23,-1,23,7.970871395459163,54300.0,23,7.970871395459163,2.0223789E9,54
8,-1,8,8.969238626275002,32400.0,8,8.969238626275002,2.0223783E9,53
24,-1,24,8.97767045811765,54300.0,24,8.97767045811765,2.0223789E9,54
9,-1,9,9.93051844785714,32400.0,9,9.93051844785714,2.0223783E9,53
25,-1,25,9.968416869788616,54300.0,25,9.968416869788616,2.0223789E9,54
10,-1,10,10.949458838958334,32400.0,10,10.949458838958334,2.0223783E9,53
26,-1,26,10.995519377151515,54300.0,26,10.995519377151515,2.0223789E9,54
11,-1,11,11.957622168333334,32400.0,11,11.957622168333334,2.0223783E9,53
27,-1,27,12.019029989358973,54300.0,27,12.019029989358973,2.0223789E9,54
12,-1,12,12.9258295434375,32400.0,12,12.9258295434375,2.0223783E9,53
28,-1,28,13.010849856666665,54300.0,28,13.010849856666665,2.0223789E9,54
29,-1,29,13.977656129764707,54300.0,29,13.977656129764707,2.0223789E9,54
13,-1,13,14.036356238499996,32400.0,13,14.036356238499996,2.0223783E9,53
14,-1,14,14.886105084285715,32400.0,14,14.886105084285715,2.0223783E9,53
30,-1,30,14.89949639657534,54300.0,30,14.89949639657534,2.0223789E9,54
15,-1,15,15.9160912575,32400.0,15,15.9160912575,2.0223783E9,53
31,-1,31,15.937141356666668,54300.0,31,15.937141356666668,2.0223789E9,54
32,-1,32,16.999143508076926,54300.0,32,16.999143508076926,2.0223789E9,54
16,-1,16,17.06347719125,32400.0,16,17.06347719125,2.0223783E9,53
17,-1,17,17.860297048,32400.0,17,17.860297048,2.0223783E9,53
33,-1,33,18.001958669230767,54300.0,33,18.001958669230767,2.0223789E9,54
18,-1,18,18.72547314,32400.0,18,18.72547314,2.0223783E9,53
34,-1,34,18.861055219047618,54300.0,34,18.861055219047618,2.0223789E9,54
35,-1,35,19.992805161666666,54300.0,35,19.992805161666666,2.0223789E9,54
36,-1,36,21.008808703125,54300.0,36,21.008808703125,2.0223789E9,54
19,-1,19,21.078100935000002,32400.0,19,21.078100935000002,2.0223783E9,53
37,-1,37,22.074246665384617,54300.0,37,22.074246665384617,2.0223789E9,54
20,-1,20,22.34569135,32400.0,20,22.34569135,2.0223783E9,53
38,-1,38,22.91531143875,54300.0,38,22.91531143875,2.0223789E9,54
39,-1,39,24.06062086636364,54300.0,39,24.06062086636364,2.0223789E9,54
40,-1,40,24.840735665,54300.0,40,24.840735665,2.0223789E9,54
41,-1,41,26.05026334333333,54300.0,41,26.05026334333333,2.0223789E9,54
42,-1,42,26.966254977142857,54300.0,42,26.966254977142857,2.0223789E9,54
43,-1,43,28.251035225000003,54300.0,43,28.251035225000003,2.0223789E9,54
44,-1,44,29.16140695,54300.0,44,29.16140695,2.0223789E9,54
45,-1,45,29.966844921111107,54300.0,45,29.966844921111107,2.0223789E9,54
46,-1,46,30.739980112,54300.0,46,30.739980112,2.0223789E9,54
47,-1,47,31.956206113333334,54300.0,47,31.956206113333334,2.0223789E9,54
48,-1,48,34.34866311333334,54300.0,48,34.34866311333334,2.0223789E9,54
49,-1,49,34.96834802,54300.0,49,34.96834802,2.0223789E9,54
50,-1,50,40.48817859,54300.0,50,40.48817859,2.0223789E9,54
51,-1,51,58.12869422,54300.0,51,58.12869422,2.0223789E9,54
